id	lastName	givenName1	givenName2	dateOfBirth	sex	isAlive	locality	postcode	originalContext	recordDate
500006390	ROYCE	KEELY	ORA	1957-06-09	F	Y	Paradise (SA)	5075	null	2009-05-19
500006385	OSTROM	RENE	WANITA	1984-07-05	F	Y	Haiti	International	null	2014-06-22
500006384	TUFTS	LYNNE	LORRAINE	1973-09-25	F	Y	Brazil	International	null	2003-09-20
500006387	BENEFIELD	HYMAN	DOYLE	1954-07-14	M	Y	Romsey	3434	null	1998-08-10
500006386	TRUETT	LOU	NICOLA	2005-01-04	F	Y	Voyager Point	2172	null	2011-09-08
500006285	BARKLEY	TERRENCE	MOHAMMED	1961-06-15	M	Y	Myanmar/Burma	International	null	2017-09-02
500006284	SMALLWOOD	ZACHARY	ROSCOE	1960-01-12	M	Y	Box Hill (Vic.)	3128	null	2007-07-18
500006287	WARING	MARCOS	CHUCK	2001-12-03	M	Y	Carina (Qld)	4152	null	2009-11-28
500006286	KEATING	VERNA	TREVA	1981-08-07	F	Y	Beverley (SA)	5009	null	2000-02-11
500006281	DAVID	STELLA	HEIDI	1931-01-06	F	Y	Merrylands	2160	null	1999-11-03
500006280	REBER	MARITA	MARK	1935-10-27	F	Y	Tugun	4224	null	2000-04-11
500006283	STROUT	EDDIE	ELDRIDGE	1951-10-14	M	Y	Armenia	International	null	2002-07-02
500006282	MCKINLEY	LEONARDO	CARROLL	1986-07-05	M	Y	Mitchelton	4053	null	2013-11-21
500006277	COLLEY	JOEL	LAVERNE	1942-11-11	M	Y	Seaford (Vic.)	3198	null	2009-05-02
500006276	LIEN	TAYLOR	TYRONE	2002-09-23	M	Y	Libya	International	null	2007-02-07
500006279	KELSEY	TARYN	KRISTINE	1936-06-26	F	Y	Greenbank	4124	null	2000-10-26
500006278	CHADWICK	MORGAN	LEEANN	1969-04-02	F	Y	Oxenford	4210	null	2000-02-03
500006273	BARGER	BELLE	INDIA	1985-07-15	F	Y	Heathridge	6027	null	2006-04-18
500006272	KREIDER	GENEVA	GERTRUDE	1971-05-02	F	Y	Mulgrave (Vic.)	3170	null	1998-02-02
500006275	RUSH	FILIBERTO	SIDNEY	1934-06-17	M	Y	New Zealand	International	null	2003-06-28
500006274	CHEVALIER	KATHERINE	DIONNE	1997-07-14	F	Y	Huntleys Cove	2111	null	2011-09-15
500006301	GUNNING	MORGAN	JULES	2000-05-13	M	Y	Wynnum West	4178	null	2011-07-24
500006300	BEDFORD	IRA	LINDSEY	2005-09-20	F	Y	Togo	International	null	2013-01-15
500006303	GILMORE	ALTHEA	KESHIA	1986-11-06	F	Y	Bulleen	3105	null	2007-03-25
500006302	DEEL	GOLDIE	MERCEDES	1961-02-21	F	Y	Balnagowan	4740	null	1998-11-11
500006297	HOWLAND	JOANNE	BARBRA	2001-12-17	F	Y	Mill Park	3082	null	2009-10-05
500006296	GREENAWALT	IDELLA	CAROL	1952-04-14	F	Y	Altona (Vic.)	3018	null	2008-11-21
500006299	NICKERSON	DEWITT	JERMAINE	1979-06-21	M	Y	Norway	International	null	2003-10-05
500006298	TURLEY	KATHLEEN	MALIA	1972-12-22	F	Y	Tamala Park	6030	null	2002-07-17
500006293	ROSEBERRY	NORMAND	BUD	1988-11-20	M	Y	Crestmead	4132	null	2006-08-24
500006292	IRWIN	JOSH	CLAUDE	2003-11-26	M	Y	Georgia	International	null	2010-09-01
500006295	SCHOTT	INA	MARCI	1980-11-25	F	Y	St Ives (NSW)	2075	null	2007-08-06
500006294	LAIL	BILLY	NICOLAS	1960-04-16	M	Y	Wildwood	3429	null	2017-11-10
500006289	DURANTE	PAOLA	TANESHA	2000-02-11	F	Y	French Guiana	International	null	2010-10-06
500006288	GUTOWSKI	ILENE	HOA	1940-06-11	F	N	Peron	6168	null	2004-04-14
500006291	BURGER	CAREY	KACEY	2008-03-01	F	Y	Great Britain	International	null	2012-03-13
500006290	WEINER	ERNEST	KENNETH	1964-04-28	M	Y	Bellbird	2325	null	2012-05-06
500006317	KINSLOW	ASHLY	LEONOR	1967-03-11	F	Y	Sunnyside (SA)	5253	null	2015-07-18
500006316	CASTO	SABINA	VIVIANA	1997-05-12	F	Y	Austria	International	null	2003-09-14
500006319	MARRON	HARLAND	KIETH	1964-01-12	M	Y	Wantirna South	3152	null	2008-10-14
500006318	STOCKS	COLE	WILLY	1956-10-14	M	N	Nicholls	2913	null	2004-09-25
500006313	BESSETTE	ABRAM	GERRY	1955-12-15	M	Y	Raby	2566	null	2016-05-20
500006312	MANSFIELD	MINDY	ROXANN	1975-05-02	F	Y	Guadeloupe	International	null	2009-01-21
500006315	FLINT	TRUMAN	DOUG	1960-04-10	M	Y	Chad	International	null	2004-10-23
500006314	HARRIS	PEDRO	FELTON	1952-01-09	M	Y	Mermaid Beach	4218	null	2006-10-15
500006309	MAYNARD	DARLINE	SHAYLA	1968-10-20	F	Y	Bicton	6157	null	2017-08-03
500006308	STAMEY	JANNETTE	CORENE	1950-10-13	F	Y	Wildwood	3429	null	2001-02-15
500006311	CARRIER	CANDACE	FERN	1998-01-03	F	Y	Prestons	2170	null	2005-09-12
500006310	RANA	BERTRAM	KAREEM	1948-06-24	M	Y	Samoa	International	null	2012-04-21
500006305	CHEATHAM	GRACE	SHAMEKA	1984-02-16	F	Y	Papua New Guinea	International	null	2017-04-10
500006304	BOURQUE	VICKI	ALBERTA	1953-09-11	F	Y	Angle Park	5010	null	2000-04-12
500006307	CRESS	ROLANDO	BRAD	1962-03-23	M	Y	Bull Creek (WA)	6149	null	2011-06-26
500006306	GALLMAN	LITA	VENITA	1967-01-13	F	Y	Malawi	International	null	2000-11-25
500006333	MORMAN	MEI	JOHANNA	1938-10-22	F	N	East Tamworth	2340	null	2006-01-27
500006332	AUBIN	EARLINE	SHERRILL	1959-06-09	F	Y	Melbourne	3000	null	2012-08-16
500006335	KEIM	JEANETTA	SYLVIA	1998-06-01	F	Y	Armenia	International	null	2014-05-17
500006334	RINGER	TYRA	LETICIA	1997-09-11	F	Y	Kellyville Ridge	2155	null	2003-09-04
500006329	WALES	JEFF	BERT	1959-12-18	M	Y	Pascoe Vale	3044	null	2007-12-17
500006328	KERNS	CARLO	JARED	1964-02-19	M	Y	Mitchell Park (SA)	5043	null	2013-06-25
500006331	BERTRAND	GLORIA	NADIA	1951-12-17	F	Y	Alloway	4670	null	2004-09-25
500006330	WARNER	ANTONIA	ELMA	1974-05-26	F	Y	Tunisia	International	null	2015-01-09
500006325	HATHAWAY	LOUIS	DAVID	1959-06-20	M	Y	Toolondo	3409	null	2007-02-12
500006324	WILDE	ILSE	LIA	1979-04-11	F	Y	Tarragindi	4121	null	2016-04-19
500006327	WALKER	YOUNG	DORSEY	1955-05-16	M	Y	Gordon Park	4031	null	1999-08-01
500006326	NUNLEY	JARRED	DYLAN	2003-03-11	M	Y	Bulgaria	International	null	2017-03-08
500006321	WATERHOUSE	CINDY	TRESA	1939-01-17	F	Y	Upper Ferntree Gully	3156	null	2008-02-01
500006320	THATCHER	DEBRAH	MILAGROS	1978-08-18	F	Y	Darling Point	2027	null	2008-01-13
500006323	PETRO	BENTON	CLEVELAND	1984-06-04	M	Y	Samoa	International	null	2011-05-19
500006322	RYDER	LOUIS	FOSTER	1956-10-05	M	Y	Chittaway Bay	2261	null	2010-06-02
500006221	HUMPHREYS	ROSALINE	PATTIE	1966-04-08	F	N	Slade Point	4740	null	2000-05-13
500006220	PEART	BARTON	HANS	1940-06-12	M	Y	Bukkulla	2360	null	2001-02-01
500006223	JENSEN	MARI	JOLYNN	1989-03-08	F	Y	Preston (Vic.)	3072	null	2009-10-16
500006222	YOST	ESTEBAN	HERB	1959-12-02	M	Y	Meadow Heights	3048	null	2012-02-13
500006217	SEAGRAVES	LEONARDO	COLLIN	1960-02-01	M	Y	Fairfield East	2165	null	2016-07-07
500006216	WEISER	GREG	JONATHON	1942-02-05	M	Y	Bilambil	2486	null	2008-01-17
500006219	WINN	MAXWELL	LLOYD	1992-03-07	M	Y	Tarrawanna	2518	null	2007-05-09
500006218	GARVER	JOEL	CONRAD	1944-03-22	M	Y	Tunisia	International	null	2008-03-28
500006213	MULHOLLAND	ALPHA	STEPHAINE	1995-02-05	F	Y	Chad	International	null	2004-06-13
500006212	SPURLIN	ARETHA	CLAUDINE	1982-10-06	F	Y	Leonay	2750	null	2016-06-07
500006215	LURIE	ANTONIA	VAN	1987-03-01	M	N	Afghanistan	International	null	2000-03-03
500006214	THIBODEAUX	ALBERT	REX	2005-10-14	M	Y	Mexico	International	null	2015-06-28
500006209	HERTEL	KENETH	SOL	1969-09-09	M	Y	Towradgi	2518	null	2000-04-12
500006208	RANA	BERNICE	JULIET	1994-03-28	F	N	Iraq	International	null	2005-08-20
500006211	EANES	JON	GRADY	1934-11-04	M	N	Ethiopia	International	null	2003-04-19
500006210	SCULLY	KAY	FRANCISCA	1971-08-05	F	Y	Stoneville	6081	null	2002-10-20
500006237	REICH	DELMA	VERLA	1953-03-26	F	Y	Mount Cotton	4165	null	2005-06-26
500006236	PEREIRA	VILMA	STAR	1943-04-13	F	N	Altona Meadows	3028	null	2011-03-11
500006239	HOUGHTON	CLINTON	LUCIUS	1953-06-11	M	Y	South Africa	International	null	2006-06-05
500006238	WILD	IRWIN	LOUIE	1973-07-07	M	Y	Yanchep	6035	null	2015-03-17
500006233	LEBEAU	SHARRON	KATHLYN	1946-06-03	F	Y	Willmot	2770	null	1998-09-11
500006232	FENWICK	SHERON	WINONA	1948-08-23	F	Y	Castle Hill (NSW)	2154	null	2001-10-05
500006235	HAZARD	SCOTTIE	DEANDRE	1982-01-26	M	Y	Malawi	International	null	2007-03-24
500006234	KALB	DORTHEA	CYNTHIA	1937-02-26	F	Y	Aspendale Gardens	3195	null	2004-10-08
500006229	JELINEK	LAQUITA	LUCINDA	1952-09-25	F	Y	Morningside	4170	null	2005-10-10
500006228	GENTRY	TYRONE	SONNY	1960-04-21	M	Y	Lithuania	International	null	1999-02-09
500006231	DARBY	EZRA	ROBERT	1967-01-08	M	Y	The Entrance North	2261	null	2009-01-15
500006230	HOGGE	BESSIE	ATHENA	1963-08-03	F	Y	Meadowbank (NSW)	2114	null	2012-04-26
500006225	ONEAL	KELLIE	DELPHIA	1974-04-01	F	Y	Nicaragua	International	null	2008-07-20
500006224	HACKBARTH	VAN	VIOLA	1990-01-28	F	Y	Walkley Heights	5098	null	2014-12-23
500006227	WENZEL	IDELLA	CAREN	1973-06-02	F	Y	Jordan	International	null	2006-03-15
500006226	DALL	CAROL	CHONG	1975-11-10	M	Y	Laos	International	null	2003-01-26
500006253	MCRAE	LESLIE	NATHALIE	1983-11-03	F	Y	Mount Lewis	2190	null	2005-01-16
500006252	PETTIS	ADELAIDA	ARDITH	1951-08-17	F	Y	Revesby Heights	2212	null	2004-05-02
500006255	SITES	CLAIR	PAIGE	1992-05-10	F	Y	Iraq	International	null	2011-12-10
500006254	LAMOTHE	TUAN	BARRY	1940-06-27	M	Y	Pakistan	International	null	2007-12-08
500006249	REN	JERRI	DAMARIS	1937-04-28	F	N	Soldiers Point	2317	null	1999-08-18
500006248	FOGLEMAN	LANA	NIKKI	2004-01-01	F	Y	New Zealand	International	null	2009-05-21
500006251	BERRYMAN	SOLOMON	DREW	2000-11-17	M	Y	Argentina	International	null	2006-12-04
500006250	SNIPES	BRITTANI	SHAUNA	1953-06-22	F	Y	Maryland (Newcastle - NSW)	2287	null	2009-12-24
500006245	HOWARD	SAM	GENE	1989-08-26	M	Y	Bentleigh	3204	null	2001-12-06
500006244	KEEGAN	MEGAN	NANETTE	1976-01-10	F	Y	Clontarf (NSW)	2093	null	2006-08-18
500006247	PIRES	BERTHA	JACLYN	2001-06-08	F	Y	Frenchs Forest	2086	null	2007-11-14
500006246	HOYT	JOSEPH	CORDELL	1941-03-17	M	Y	Northmead	2152	null	2000-10-20
500006241	BAUER	LEE	CAROLINA	1970-07-18	F	Y	Kealba	3021	null	2010-01-13
500006240	BALCH	ADELINA	VALARIE	1991-05-02	F	Y	Japan	International	null	2001-05-01
500006243	CHAND	LILLIE	VERNA	2006-07-19	F	Y	Waratah (NSW)	2298	null	2013-10-14
500006242	VICKERY	DYLAN	JAMISON	2012-10-08	M	Y	Birkdale	4159	null	2016-04-21
500006269	GASKIN	CARMAN	TASHA	1961-03-12	F	Y	Malawi	International	null	2015-06-22
500006268	COUSINO	DENNA	MAUDIE	1939-02-01	F	Y	Montmorency	3094	null	2007-01-16
500006271	CANADAY	RAYMUNDO	KEVEN	1938-03-05	M	Y	Harkaway	3806	null	2004-12-03
500006270	CRIST	DORSEY	SHAD	1992-09-09	M	Y	Doreen	3754	null	2007-02-05
500006265	LAKEY	LORINE	SOCORRO	1996-03-05	F	Y	Kinglake Central	3757	null	2011-05-12
500006264	DRISKILL	OLETA	TISHA	1964-04-09	F	Y	Caroline Springs	3023	null	2013-11-19
500006267	UHL	MARCOS	LANDON	1974-11-08	M	Y	Mount Camel	3523	null	2004-01-26
500006266	CARGILE	SUZY	ALTHEA	1999-10-26	F	Y	Rossmoyne	6148	null	2003-12-11
500006261	TRIGG	ARLEN	RHETT	1977-04-06	M	Y	Glen Eden	4680	null	2016-10-23
500006260	PADGETT	KORY	HORACE	1939-08-20	M	Y	Haiti	International	null	2000-04-05
500006263	PHILPOT	HONG	JERRY	1964-10-10	M	Y	Ipswich	4305	null	2013-08-02
500006262	STPETER	DENISE	ELLA	1990-10-12	F	Y	Rooty Hill	2766	null	2001-08-17
500006257	KENNEDY	DENNY	BRENT	1995-06-22	M	N	Gambia	International	null	2006-04-21
500006256	BIRDWELL	CHANDA	DALE	1979-05-09	F	Y	Bracken Ridge	4017	null	2003-02-05
500006259	LYKINS	DOLLIE	CONNIE	1977-02-26	F	Y	Thornbury	3071	null	2011-06-08
500006258	BLACKWOOD	CHRYSTAL	ERIKA	1938-01-05	F	Y	Germany	International	null	2003-03-14
500006157	HOBAN	FORREST	BENTON	1969-09-11	M	Y	Lesotho	International	null	2008-08-04
500006156	ENOCH	ADRIANNA	PATTY	1938-12-01	F	Y	Invermay Park	3350	null	2003-12-11
500006159	ICKES	LANE	DAVIS	1995-04-02	M	Y	Lesmurdie	6076	null	2000-01-09
500006158	SAWYER	JULIANNA	CHARLETTE	1992-04-16	F	Y	Cartwright	2168	null	2006-09-02
500006153	REDFERN	HANNA	ALPHA	1950-04-07	F	Y	South Africa	International	null	2008-12-28
500006152	WARING	WARNER	FAUSTINO	1983-11-23	M	Y	Wavell Heights	4012	null	2004-11-03
500006155	BRADSHAW	ELIAS	REYES	2009-06-09	M	Y	Belgrave South	3160	null	2017-03-25
500006154	ANSARI	ROLANDO	REED	1945-01-14	M	Y	Indonesia	International	null	2012-06-03
500006149	KATO	JENNIFER	YVONNE	1947-03-22	F	Y	Brahma Lodge	5109	null	2015-09-22
500006148	KELLAR	JERMAINE	JOAN	1962-06-08	M	Y	Rowville	3178	null	2008-12-23
500006151	FULCHER	LIONEL	ERNESTO	1995-08-26	M	Y	The Gap (Brisbane - Qld)	4061	null	2012-07-09
500006150	HENDERSON	TONJA	IRMA	1973-02-11	F	Y	Estonia	International	null	2011-08-04
500006145	MINER	KATHARINE	HAZEL	1994-06-19	F	Y	Everton Park	4053	null	2009-12-14
500006144	HULSE	CORENE	KAYLEE	1945-06-02	F	Y	Wantirna	3152	null	2001-02-12
500006147	PINNEY	JANIS	DELORIS	2001-08-11	F	Y	Liberia	International	null	2007-06-04
500006146	SAEED	EMERY	ELBERT	1972-05-10	M	Y	St Ives (NSW)	2075	null	2009-09-27
500006173	AUGUST	ALEC	MOHAMMAD	1978-08-27	M	Y	Blacks Beach	4740	null	2010-05-13
500006172	COLLETT	NELLY	NENA	1951-12-05	F	Y	Ethiopia	International	null	2007-04-25
500006175	TONG	SHERRYL	CHASITY	1974-03-12	F	Y	Tenambit	2323	null	2008-09-04
500006174	OTTEN	RON	LENNY	1943-12-05	M	Y	Smithfield Plains	5114	null	1999-05-28
500006169	NEVELS	EUGENIA	ZINA	1950-02-07	F	N	Jindalee (Qld)	4074	null	2006-05-18
500006168	GOUDY	DIANNE	LORENA	1975-11-11	F	Y	Bexley	2207	null	2001-08-10
500006171	HOLZ	CARROLL	PORTER	1981-08-28	M	Y	Surrey Hills	3127	null	2005-04-20
500006170	FARLOW	SHARA	STACIA	1971-02-13	F	Y	China	International	null	1998-09-05
500006165	BULLARD	GREG	REY	1958-11-02	M	Y	Logan Reserve	4133	null	2014-12-21
500006164	ROME	HILDEGARD	BAILEY	2005-11-13	F	Y	Spearwood	6163	null	2013-01-20
500006167	BOSLEY	CATHI	JULIETTE	1996-04-06	F	Y	Indonesia	International	null	2013-06-19
500006166	WAIT	COURTNEY	CARY	1964-01-22	F	Y	Rivervale	6103	null	2013-12-16
500006161	WINFIELD	ISABEL	LAVINA	1990-06-21	F	Y	Glenmore Park	2745	null	2002-07-08
500006160	STOCKS	FILIBERTO	BERNARDO	1972-05-14	M	Y	Lalor	3075	null	1998-12-04
500006163	KONOPKA	ZINA	ANGEL	1988-01-02	F	Y	Box Hill (Vic.)	3128	null	1999-08-05
500006162	TREADWELL	LEVI	XAVIER	1968-07-07	M	Y	Narara	2250	null	2006-08-01
500006189	BRITTON	LEAH	KELLEY	1947-12-25	F	Y	Guyana	International	null	1998-08-16
500006188	GURLEY	WOODROW	BRUCE	1955-07-28	M	Y	Caulfield South	3162	null	2007-01-19
500006191	BRAND	EMOGENE	AMI	1945-12-25	F	N	Berwick	3806	null	2010-03-24
500006190	PEAKE	MAYME	JOELLEN	1955-01-07	F	Y	Bellevue Hill	2023	null	2012-07-06
500006185	FASANO	SHELLEY	KARISSA	1991-05-28	F	Y	Gabon	International	null	2007-10-15
500006184	LINDSEY	RAYMUNDO	ARMAND	2003-02-16	M	N	Punchbowl (Canterbury - NSW)	2196	null	2009-03-12
500006187	ALDERSON	JAMEY	ADAM	1974-08-19	M	Y	Hernes Oak	3825	null	2002-10-07
500006186	SIDDIQUI	DARRICK	KIP	1951-05-10	M	Y	Nicaragua	International	null	2009-09-27
500006181	BLACKMON	TRACEY	MERLIN	1971-10-28	M	Y	Wildwood	3429	null	2017-12-07
500006180	VOORHEES	ISABELLA	LILLIAN	1958-08-09	F	Y	Brighton-le-Sands	2216	null	2016-03-26
500006183	INCE	AMPARO	RINA	1970-10-17	F	Y	East Brisbane	4169	null	2006-05-14
500006182	TABB	ROSITA	BETHANY	1982-08-27	F	Y	Halls Head	6210	null	2000-10-16
500006177	THORNTON	NADIA	MYONG	1966-06-08	F	Y	Wyndham (WA)	6740	null	2010-09-16
500006176	GALE	LELIA	ZELLA	1998-05-14	F	Y	Cape Verde	International	null	2002-03-23
500006179	STPETER	HARLEY	CLEMENTE	1952-07-08	M	Y	Arncliffe	2205	null	2007-10-04
500006178	WEATHERFORD	ROBBY	JAMES	1999-09-19	M	Y	Nicaragua	International	null	2016-04-01
500006205	CAVANAUGH	JUDE	BERRY	1938-04-15	M	N	Carlingford	2118	null	2006-05-06
500006204	NOWLIN	ALVIN	KENDALL	1989-01-12	M	Y	Kidman Park	5025	null	2008-10-03
500006207	NEU	KANDI	TERRIE	1931-07-27	F	N	Oman	International	null	1999-08-18
500006206	TOPPING	JOE	CANDY	2011-01-13	F	Y	Bronte	2024	null	2015-01-22
500006201	GREENE	CHARLEEN	SALLIE	1980-04-15	F	Y	Thailand	International	null	2003-04-26
500006200	STEADMAN	ABE	JOHNSON	1994-04-26	M	Y	Hawthorn East	3123	null	2005-05-06
500006203	RALLS	COLTON	GAYLE	1992-09-06	M	Y	Emu Plains	2750	null	2009-02-25
500006202	BOUGHTON	TERRELL	LEMUEL	1987-05-13	M	Y	Blind Bight	3980	null	2013-11-08
500006197	GILLETTE	CHEYENNE	BOBBI	1986-10-17	F	Y	Derrimut	3030	null	2005-12-15
500006196	HALLOWELL	SUE	JEANETTE	2002-12-01	F	Y	Georgetown (NSW)	2298	null	2011-09-06
500006199	SILVERBERG	SAMANTHA	ALAINA	1962-11-13	F	Y	Hampstead Gardens	5086	null	2002-12-11
500006198	MCWHIRTER	YASMIN	ELIZEBETH	1990-05-09	F	Y	Glen Waverley	3150	null	2017-12-24
500006193	STOWERS	MERLE	MONROE	1989-07-01	M	Y	Bonython	2905	null	2014-03-22
500006192	HATLEY	ROOSEVELT	MILO	1955-08-23	M	Y	Malawi	International	null	2003-10-22
500006195	HIGA	LAWANDA	ELISABETH	1946-06-10	F	Y	Honduras	International	null	2005-02-25
500006194	BARTELT	HELEN	SIGRID	1971-12-09	F	Y	Netherlands	International	null	2010-07-07
500006093	CHAN	VIRGIL	DEMETRIUS	1995-07-09	M	Y	Aberfoyle Park	5159	null	1999-04-19
500006092	KAMINSKI	DOYLE	SIMON	1972-01-21	M	Y	Eltham (Vic.)	3095	null	2010-03-11
500006095	SOLES	ROBIN	ABBEY	1947-10-26	F	N	Azerbaijan	International	null	2009-04-12
500006094	HARTFORD	BARB	ROBYN	1980-10-06	F	Y	Springvale South	3172	null	2015-05-10
500006089	GAMBLIN	ELDEN	ROBERT	1997-10-15	M	Y	Bauple Forest	4650	null	2004-05-24
500006088	BUNTON	SHAUN	OTIS	1947-03-21	M	N	Azerbaijan	International	null	2008-03-22
500006091	ROGERS	MARGARITO	GERMAN	1939-08-20	M	Y	Argentina	International	null	1998-05-21
500006090	BLACKWELL	JOY	DORENE	1980-10-06	F	Y	Narre Warren	3805	null	2007-10-26
